Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock FL,Shock RR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts)
43.799,4524,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.55,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
43.899,4544,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.42,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.65,0.04
43.999,4485,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.97,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
44.099,4546,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.27,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
44.199,4521,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.72,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.01,0.01,0.01,0.01,1.66,0.04
44.299,4475,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.82,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.01,0.01,0.01,0.01,1.66,0.04
44.399,4477,86.3,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.45,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.65,0.04
44.499,4606,86.3,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.17,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.65,0.04
44.599,4578,86.3,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.55,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.65,0.04
44.699,4520,86.3,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.52,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.65,0.04
44.799,4522,86.3,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.92,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
44.899,4543,86.3,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.72,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.01,0.01,0.01,0.01,1.66,0.04
45,4533,86.3,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.32,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
45.099,4476,86.3,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.52,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
45.2,4498,86.3,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.32,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
45.299,4479,86.3,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.8,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
45.399,4550,86.3,183.4,12.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.8,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
45.499,4515,86.3,183.4,12.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.32,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
45.599,4493,86.3,183.4,11.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.75,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
45.699,4512,86.3,183.4,12,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.13,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
45.799,4470,86.3,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.95,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
45.9,4549,86.3,183.4,12.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.97,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.01,0.01,0.01,0.01,1.66,0.04
45.999,4499,86.3,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.8,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
46.099,4505,86.3,183.4,11.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.15,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
46.199,4518,86.3,183.4,12,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.09,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
46.299,4589,86.3,183.4,11.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,38,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.02,0.01,0.01,0.01,0.01,1.66,0.04
46.4,4485,86.3,183.4,12.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.67,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
46.499,4550,86.3,183.4,12.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.77,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
46.599,4552,86.3,183.4,12.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.88,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.65,0.04
46.699,4491,86.3,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.52,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
46.799,4541,86.3,183.4,12.5,10.7,530,100,100,100,0,0,1,0,0,0,0,0,36.88,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
46.899,4438,86.3,183.4,12.4,10.7,530,100,100,100,0,0,1,0,0,0,0,0,35.9,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.01,0.01,0.01,0.01,1.66,0.04
46.999,4438,86.3,183.4,12.5,10.7,530,100,100,100,0,0,1,0,0,0,0,0,35.88,0.01,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.01,0.01,0.01,0.01,1.66,0.04
47.099,4481,86.3,183.4,12.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.15,0.01,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.67,0.04
47.2,4545,86.3,183.4,12.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.17,0.01,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
47.299,4513,86.3,183.4,12.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.3,0.01,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.67,0.04
47.399,4447,86.3,183.4,12.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.75,0.01,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.01,0.01,0.01,0.01,1.67,0.04
47.499,4427,86.3,183.4,7.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.77,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.01,0.01,0.01,0.01,1.66,0.04
47.599,4470,86.3,183.4,9.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.22,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
47.699,4470,86.3,183.4,9.1,10.7,530,100,100,100,0,0,1,0,0,0,0,0,35.22,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.91,0.01,0.01,0.01,0.01,1.66,0.04
47.799,4558,86.3,183.4,10.3,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.5,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
47.899,4447,86.3,183.4,11.3,10.7,530,100,100,100,0,0,1,0,0,0,0,0,36.38,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
47.999,4566,86.3,183.4,11.3,10.7,530,100,100,100,0,0,1,0,0,0,0,0,36.52,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.65,0.04
48.099,4496,86.3,183.4,11.5,10.7,530,100,100,100,0,0,1,0,0,0,0,0,35.82,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.01,0.01,0.01,0.01,1.65,0.04
48.199,4508,86.3,183.4,10.6,10.7,530,100,100,100,0,0,1,0,0,0,0,0,35.95,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.01,0.01,0.01,0.01,1.66,0.04
48.299,4604,86.3,183.4,9.3,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.95,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.02,0.01,0.01,0.01,0.01,1.66,0.04
48.399,4585,86.3,183.4,11.1,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.77,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.01,0.01,0.01,0.01,1.65,0.04
48.499,4440,86.3,183.4,11.7,10.7,530,100,100,100,0,0,1,0,0,0,0,0,36.09,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.01,0.01,0.01,0.01,1.66,0.04
48.599,4383,86.3,183.4,10.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.15,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.91,0.01,0.01,0.01,0.01,1.66,0.04
48.699,4470,86.3,183.4,9.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.59,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.92,0.01,0.01,0.01,0.01,1.66,0.04
48.799,4412,86.3,183.4,10,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.17,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.91,0.01,0.01,0.01,0.01,1.66,0.04
48.899,4392,86.3,183.4,9.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.15,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.91,0.01,0.01,0.01,0.01,1.66,0.04
48.999,4520,86.3,183.4,9.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.77,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.01,0.01,0.01,0.01,1.66,0.04
49.099,4531,86.3,183.4,10.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.17,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
49.199,4457,86.3,183.4,10.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.59,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.92,0.01,0.01,0.01,0.01,1.66,0.04
49.299,4436,86.3,183.4,11.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.2,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
49.399,4393,86.3,183.4,11.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.47,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
49.499,4432,86.3,183.4,10.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.32,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.91,0.01,0.01,0.01,0.01,1.66,0.04
49.599,4483,86.3,183.4,7.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.17,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
49.699,4481,86.3,183.4,8.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.25,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
49.799,4617,86.3,183.4,10.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.42,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
49.899,4534,86.3,183.4,11.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.82,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
49.999,4543,86.3,183.4,11.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.8,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
50.099,4442,86.3,183.4,11.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.05,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.01,0.01,0.01,0.01,1.66,0.04
50.199,4404,86.3,183.4,12.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.05,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.01,0.01,0.01,0.01,1.66,0.04
50.299,4483,86.3,183.4,12.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.84,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
50.399,4537,86.3,183.4,12.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.75,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.01,0.01,0.01,0.01,1.66,0.04
50.499,4589,86.3,183.4,11.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.57,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
50.599,4578,86.3,183.4,12,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.4,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
50.699,4455,86.3,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.55,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
50.799,4461,86.3,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.67,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
50.899,4473,86.3,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.82,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
50.999,4481,86.3,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.82,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
51.099,4471,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.65,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
51.199,4478,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.59,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
51.299,4515,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,38.07,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.02,0.01,0.01,0.01,0.01,1.66,0.04
51.399,4564,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.15,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
51.499,4517,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.72,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
51.599,4543,86.3,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.67,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
51.699,4565,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.3,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
51.799,4560,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,38.17,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.03,0.01,0.01,0.01,0.01,1.66,0.04
51.9,4521,86.3,183.4,12.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.63,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
51.999,4562,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.55,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
52.099,4513,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.72,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
52.199,4573,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.05,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
52.299,4608,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.4,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
52.4,4557,86.3,183.4,12.9,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.75,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.01,0.01,0.01,0.01,1.66,0.04
52.499,4640,86.3,183.4,12.8,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.75,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.01,0.01,0.01,0.01,1.66,0.04
52.599,4592,86.3,183.4,12.9,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.55,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
52.7,4542,86.3,183.4,12.9,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.27,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
52.799,4536,86.3,183.4,12.9,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.5,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
52.899,4562,86.3,183.4,12.9,10.7,530,100,100,100,0,0,1,0,0,0,0,0,36.88,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
52.999,4622,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.77,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.01,0.01,0.01,0.01,1.66,0.04
53.099,4589,86.3,183.4,13,10.7,530,100,100,100,0,0,1,0,0,0,0,0,38.2,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.03,0.01,0.01,0.01,0.01,1.66,0.04
53.199,4535,86.3,183.4,13,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.09,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
53.299,4592,86.3,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.65,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.01,0.01,0.01,0.01,1.66,0.04
53.399,4566,86.3,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,38.2,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.03,0.01,0.01,0.01,0.01,1.66,0.04
53.5,4578,86.3,183.4,0,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.52,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
53.599,5238,86.3,183.4,55.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,41.95,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.18,0.01,0.01,0.01,0.01,1.66,0.04
53.699,6159,86.3,183.4,5.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,50.75,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.53,0.01,0.01,0.01,0.01,1.66,0.04
53.799,6744,86.3,183.4,1.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,58.55,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.84,0.01,0.01,0.01,0.01,1.66,0.04
53.899,6807,86.3,183.4,10.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,61.5,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.96,0.01,0.01,0.01,0.01,1.66,0.04
53.999,6323,86.3,183.4,12,10.6,530,100,100,100,0,0,1,0,0,0,0,0,57.65,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.81,0.01,0.01,0.01,0.01,1.66,0.04
54.099,6125,86.3,183.4,0,10.7,530,100,100,100,0,0,1,0,0,0,0,0,52.75,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.61,0.01,0.01,0.01,0.01,1.66,0.04
54.2,7828,86.3,183.4,73.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,63.67,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,0.01,0.01,0.01,0.01,1.66,0.04
54.3,9855,86.3,183.4,0,10.6,530,100,100,100,0,0,1,0,0,0,0,0,69.9,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,3.3,0.01,0.01,0.01,0.01,1.66,0.04
54.399,9920,86.3,183.4,14.4,10.5,530,100,100,100,0,0,1,0,0,0,0,0,66.2,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,3.15,0.01,0.01,0.01,0.01,1.66,0.04
54.499,9087,86.3,183.4,10.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,69.7,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,3.29,0.01,0.01,0.01,0.01,1.66,0.04
54.599,8041,86.3,183.4,11.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,69.27,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,3.27,0.01,0.01,0.01,0.01,1.66,0.04
54.699,7186,86.3,183.4,9.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,66.75,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,3.17,0.01,0.01,0.01,0.01,1.66,0.04
